Text,Actual HS,Predicted HS
guntur romli alquran budaya sejarah,0,0
pakar ekonomi sambut positif jokowiharry tanoe,0,0
lihat bodoh wkwkwkwkkkk nulis prabowo gambar goreng isu,1,1
pas tegur duluan deh ngeh mata pake sipit sipitin terka nerka yaa wkwk,0,0
iman tuhan rasul golong tuhan tolak rasul sepet golong tuhan tolak sebahagian rasul yahudi tolak rasul nabi isa as nasrani menola,0,0
hrd nya emang bayiiiik huh lupa si u dsr gembrot,0,1
la kulit sensitif ni pantang sikit je dah monyet,0,0
alah drama bgt dah bangsad,1,1
dasar kau lelaki kerduslelaki karpet lelaki kencrot lelaki bangkrut lelaki mencret lelaki kerbet lelaki bangsaaaaaaaatttt,1,0
sehat omklo ga sehat minum kencing onta,0,1
otw jekardah wussssttturunkan jokowi,1,1
sahkan ruumasyarakatadat,0,0
keren bang ulasanya mantap lanjjutkan juang bela rakyat lemah nan lengser jokowi,1,1
iman allah swt dungu biadab dungu biadab bangsa,1,1
yeee jd gadun kak ben sompret minimal bawa alat vl rank mosok gitu aja nanya,1,0
syaitan iblis ganggu suara adzan hati nyata bu suk nama,1,0
ganyang pki ampe akar akar,1,1
goblok nih alumni sampah,1,1
kalo elu makan duit cong duit partai partai aseng aseng rampok duit rakyat lo jual rakyat otak lu cong,1,1
msnakdnskdnskdndjfn muito bom,0,0
kejang kejang ya bong keren dewasa ngga malu maluin,0,1
iya yg dlu angkat ridwan kamil sedih banget ya liat loh ga tegannbtw yg kandang buaya kaya inget deh lumut trus kandang ga gitu,0,0
indonesia kalo timnas maen kristen amp non kristen ga bedoa sih ya,0,1
manggil anak ambil duit si nunggu deh duit kasih gw si aja ga cacat fisik malesnya ga ketulungan dar beli aja nyuruh anak yg turun si,0,0
memblow up jokowi media media tv koran milik china notabene kafir coba aja cek lapang,1,1
buru hapus pollower elo cebong keburu orang lihatbejad,1,1
nyata pikir saring sari wangi teh kantong bundar kaya ampas teh nyisain gatel tenggorok gabisa bikin adem tenggorok,1,0
ga ribut bom barel dah,0,0
politisasi bahan dunia,1,1
lawan indonesia belanda meriam bom indonesia andal meriam bellina,0,1
prabowo berani maklum tong kosong nyaring bunyi,1,1
ih pinter gembel nih anak,0,0
ayah tsundere dingin jarang omong canggung gt orang asing kadang receh ga pelit wkwk aja langsung dibeliin beda mama yg nabung lahnnbaru madrid jam siang ja,0,0
uu gimana tuh,0,0
dri goda setan yg kutuk,0,0
orang bikin karya terkenalnsekarang sulit silit,0,0
wkwkwkwkwkwkwk hapus twitnya uda ketawa kenceng isi kantor bingung yg nonton film babi hahahahahaha,0,0
era sbykritik fitnah dr netz socmed ato nyatatetap aman baikbaik sj diktator jokowi tangkap,1,1
rapopo jagajaga muncul pki juang alias pki plus,1,0
prof bahas fiksi singgung agama tetiba ramai nista tp bu suk rendah azan hijab syariat islam gk koar situ sehat ilcjokowiprabowoberbalaspantun,1,0
bodo ad sinyal eek gue donlot aja ntar,0,0
bantu cari judul film org pjalan kaki spanjang ga film taun pkoknya lakon cewenya mati dtgah gurun orgnya tu kabur hindar komunis bsa negarany,0,0
tenaga kerja cina leceh lambang negara indonesia,1,1
yg laku o rezim perintah mmg apresiasi sisi kerja rumah selesai moga periode tingkat dhe berani u benah pr,0,0
kalo nete menit anak lulove pingsan,0,0
kepala dusun kaligayam tolak hoax sukses pilkada,0,0
pimpin jg dorong kuat ump layak amp program bpjs era penuh ubah kalang buruh migran lokal jokowicakimin jokowimajukanekonomiumat joinjombang,0,0
bolot sis,0,1
liat banget bego nya mpok silvy and agus debatfinalpilkadajkt,1,1
lo anjynnmasa gw bencong,0,0
gubernur dki jakarta anies baswedan temu presiden turki recep tayyib erdogan tunai salat jumat mesjid sultan ayyub istanbul turki jumat,0,0
i just realized mimin gerindra antek bego sengaja susup biar gerindra liat bego sosmed,1,1
yg berani bilang pk jokowi pro aseng asing nsmoga sllu sehatpak jokowi,0,0
berita nya geogle aja oh ya atur perintah mudah masuk nya tka indonesia jdi tka ngak bantah karna uu dukung,1,1
kasi smpi tujuh turun pdhl ank tdk dosa apkh ank yg lahir pingn bapa pkiengga klu memilh orng tua milih nabi muhamad,0,0
ilcjokowiprabowoberbalaspantun tanggap hadap narasumber ilc yg,0,0
gak aneh katakita adminnya si ade armando gak heran bikin meme tolol,1,1
udik luh,1,1
al quran alkitab masuk kitab suci sdah dukung bela kitab suci lawan orang ateis rocky,1,0
mahasiswa anti soeharto dgn orbanya dukung jilat pantat antek soeharto,1,1
klo provo dlulahhahahanudah ga zaman umat katolik mudah diprovo bgini udah tinggal abad gelap silam t,0,0
emang melek mata hati seriusnyinyir,1,1
organ manusia masuk benda asing organ manusia yg benda mati sabun,0,0
basa basi hati,1,0
botul kali heran knp warga jakarta mncari tau knp pecat tri jokowinanies pecat karenanbodohntololnfakir idenmisqeen nalar nsang presiden abs beliau perhatians,1,1
arti bank dunia percaya kpd indonesia utang indonesia bagus bangun indonesia kelak ganti rezim rezim pikir ulang korupsi krn indonesia hrs bayar,0,0
coba cek struktur tim kampanye anies sandi asma dewi wakil bendahara aksi,1,1
amit amit udah doer burik kriput diposting anjing ogah ngliatnya jijik,1,1
rabbi israel orang kulit hitam picu kecam keras,0,0
edan retweet d,0,0
klo anggap gak enakharam brarti kafir fix,1,0
umur dah pasang yg sesuai bodoh nak curang bosan and so on,0,0
presiden jokowi online single submission terap,0,0
temu pesona indah cirebon kuliner bahasa budaya sejarah seni eksotisme dunia malam follow,0,0
ayuh blok komunis teamrayarusia,0,0
simpulkannakhirnya cuci tangan cari selamat sendirinkalo yabrengsek,0,0
sam aliano presiden rakyat indonesia umrah gratis,0,0
warga baduy selesai tradisi seba pendopo pemkab lebak temu gubernur banten wahidin halim sabtu,0,0
kopi susu n kapal api sachet gula bungkus seduh pake air panasn bungkus susu kpbsn maduncampur masukin plastik masuk frezzer jam ampas kopi beku nyaring,0,0
tolong entot silit ku omnfaaiznardhinbambang priyonridwan hasian firdaus,0,0
umat hindu selamat ulang presiden soeharto,0,0
bani taplak kotakkotak menangini konspirasi wahyudi remason,1,0
sadar krisis moneter krisis ekonomi,0,0
islam nusantara paksa nnpadahal ngga kristen nusantara katolik nusantara budha nusantara hindu nusantara nndia rame,0,0
ga sipit udah gede kak,0,0
bijak barang kpd konsumen yg laku barang rusak cacat produksi konsumen puas dgn produk hitung tanggal pembeliannhauzminiquiz hauzid,0,0
captain tae ganteng garam,0,0
ambang batas efisiensi biaya demokrasi rezim pimpin reformasi perintah demokratis,0,0
scene edan may tanggal keramat,0,0
ngentot yey,0,0
tunggu nsoalnya lepas bom surabaya polisi berha,0,0
lucu udah sarap bawa pulang gratis garansi mbar,0,0
sabtu pagi masyarakat adat baduy jalan tuju kantor gubernur banten kawasan pusat perintah provinsi banten curug kota serang dm,0,0
emang nih partai klo ngeluarin statement percaya isi jongos cina komunis,1,1
henry tampil konser amal masyarakat cina,0,0
itik telor ayam rami ahok bangun benda mati manusia pas lu dasar anus,1,1
potong gaji fasilitas dpr aja yg orang,0,0
cina kafir mahbangsat lu dasar komunis,1,1
kaum bani cabul bohonginnbahkan utk makan bohong pulang donatur azab allah,1,1
otak wc otak babi terima ahok kafir ahok kafir bkn dar hina sdh anggap islam sampah,1,1
pemprov dki bangun pusat jajan betawi kota inews budaya teliti berita,0,0
selamat pagi politisasi puisi timpa calon gubernur jawa ganjar pranowo informasi hoaks arus utama informasi terima masyarakat pilkada ganjaryasin,0,0
bibit lgbt tumbuh sma,0,0
risa pulang latih khusus iris hazel milik tangkap siluet orang gadis gadis asingnnbelum risa temu gadis radio tinggal kerja r,0,0
adek orang sayang mami lahirin anak tuyul,0,0
tua berjiwanmiskin miskin kalimat luka asa alimnmenarilah puisi yg bisik iblis laktatullah yg sdh lekat pd jiwamunjika jiwa tk fungsi hati sentuh terima azab allahswt,0,0
so laku identik bom,0,0
mangsa utama burung elang harpy monyet,0,0
cerdas konseptual,0,0
pesan presiden joko widodosaya negara indonesia kuat ulama umaro iring lengkap terlait pesan presiden simak video jokowisilaturahmidenganulamajokowicintaulamajokowiaja,0,0
tumbang sukses adu domba komunis dg liberalis pusing sang ancang perang tampil bangsa menang,0,1
tolol lu njink,1,1
hg pki hitam,0,0
yg balita tau gmn panik klo anaknkena ruam asiruam popoknbiang keringatluka berdarahnkejedotbisulankorengeksimnkesiram airminyak bundamakanya sedia sll gamat spray mg solusi smuabnd,0,0
body bagus enakngentot lobang pantat say,0,0
sebel kalo yg ngeroko motor yakan kadang engap kalo tutup,0,0
ayo bangun daerah papua provokasi antek asing dg berita video hancur sesat,0,1
bangun pulau c d djarot oktober aniessandi kuasa balai kota,1,1
sambut presiden apresiasi temu kader pmii milik semangat pemuda muslim tanah air jokowiajakmasyarakatoptimistis,0,0
nitip mulu lo kacrut,1,1
udik bener kasi ditidurin,1,1
artis kalo adalnya dr kampung gmnin jg ttp aja udikkampungan sgala hp anak cemplungin beli pake kringat halal bkn hasil ngangkangin laki org,1,0
buaya makan pepaya,0,0
eng ing eng kpk periksa gubernur cawagub sumut ijeck shah,0,0
iya mas bijak krn jd serempet minoritas klu ktemu orang muslim hidup damping dgn klian semuanklu orang muslim aspal yg benci thdp non muslim tdk dalih utk,0,0
utk anggota gereja protestant dewasa katekisasinbelajar sejarah gereja dllnnbiasanya anak sma yg katekisasingw pas smp topik yg gw suka adlh sejarah gerejantermasuk sejarah kelam sejarah mas,0,0
imf tahan tumbuh ekonomi global,0,0
damping presiden joko widodo temu ulama wilayah jawa baratselasa kemarinpresiden ajak ulama perintah sejuk suasana jelang pilkada serentakjokowicintaulamajokowiajakulamase,0,0
rakyat indonesia lihat azab kau poltaknmulut bangke pelihara,1,1
dukung jokowi klo pribumi arti jongos cina khianat bangsa komunis,1,1
isu manusia rohingya bukti ketidakcermatan tim kelola buah isu,1,0
istimewa orang mata jokowi tp publik tdk tipu samar dukung perppu ormas,1,1
tul tul krn tuh sbnrnya lupa rakyat jd cari sensasi kasi banget prabowo panik nprabowo babi buta serang elite politik goblog mental malingn kritik tdk konsep kritik tdk arah,0,1
rasulullah orang kaya nrasulullah gadai baju besi orang yahudi rasulullah hartanmikir nnah ngutang dgn bungariba rasulullah suka,0,0
katolik jawa utk doa yg tinggal doa adat jawa kayak vatikan,0,0
monyet lu songong,1,1
i added a video to a playlist,0,0
ular protein enzim babi,0,0
ayo gue honestly keluarga gue gin hahahahahaa nd gue kristen,0,0
cieeee gilir ruu terorisme ga ketok alas perintah yg lambat tp pas uu main ketok aja deal perintah yg bener terorisme kembang negara yg perintah lemah,0,0
heran budaya indonesia orang arteria fahri fadli jual teater narsum berita kamera cari teater sengaja insentif monyet,1,0
pergi haji arab pulang panggil abahnbagaimana dgn tki yg pulang arab panggil abah panggil abda,0,0
bodo sampah baca rumours pasal transfer window cakap je senang player star striker power mid power def power buru manchester united club bole pergi main menyu nak kumpul smua star dlm club sekian kepala bana,0,0
cebong kayak loe aja dongo abadi gampang dikibulin,1,1
wikipedia orde masuk perintah junta militer kayak perintah myanmar b aja diktator jokowi,1,1
makna tambak gelar datuk seri ulama setia negara ustaz abdul somad lam lembaga adat melayu riau malam harga tokoh ubah rebuplika arti anak jati riau anak bangsa cinta negeri,0,0
udah gitu gak abis pikir aja asa moral bohong biang dosa loh,1,1
panwaslu kec kota menghimbau sukses pilkada wilayah kota,0,0
untung untabisa demo bersilitsilit,0,0
jokowi karno lengser karna gak paham,1,1
bacot lu orang kota miskin,1,1
wwkkw tae gua krn pake alesan mens mens mulu sih,0,0
perintah cabut pes tenaga kerja asing,0,0
politik negara butuh partai komunis biar bijak perintah minimal sosialis ye kannlogikanya aset negara tangan privat,0,0
moga gubernur amanah bawa rahmat ummat,0,0
paranoid mati tionghoannoverseas chinese asas kewarganegaraannya ius sanguinis alias lahir otomatis wn tiongkok nasionalis taiwan,0,0
grgr pake kacamata krn gue kalo liat temen pake kacamata mata nya liat kalo copot kacamata jd sipit,0,0
bubar aja dpr nya stop korupsi,1,1
lihat asbun sby gak dukung jkw tong demokrat masuk oposisiwaduhh tmbh lihat ngawur gin gembel warnet hhaaa,1,1
rp haneul hobi ngocok memek pake terongyang on retweet,0,0
hubung anak layang kampung gan,0,0
gabisa keluarga belo krna ku sipit,0,0
edan aq mas newbie menang liat yampun kartu r w aja mas dikit bat,0,0
openbosurabaya nmasih online aja kaunsempaknakun bangsatnbajingan kai,1,0
nyata sllu sudut pemerintahsungguh naif amp munafik skli andaanda hidup dmn manusia tdk tau terimakasih amp balas budiitulah knp tolol,1,1
twit asik lo tau akunakun propenista agama akunakun buzzer kerja hujat,1,1
jenis pisang varietas,0,0
sifat budaya universal stabil amp dinamis berubahubah bantu manusia penuh butuh proses ajar,0,0
ngapain tag si kunyuk,0,0
temu lelaki puja ku panggil gendut mantabkan hati diet roda putar jfcolourday,0,0
wusu gua bom ya lu mentab gua rame ama doang ekwkwkw,0,0
pas cari ga nemu tpi bunyi mulu anjir,0,0
si ahok kampret emang gak becus kerja citra mlulu tuh si ahok kampret,1,1
percaya bahawa manusia dunia uji allah swt kaya uji dgn sifat miskin uji dgn kesusahannnpercayalah bahawa golong lgbt uji hebat rana allah uji n,0,0
caci ulama mmg nya klo bkn org kafir munafikpake otak mu,1,1
on the road kristen stewasama om robet doni jr,0,0
wanda mcu nerf abis sebel w ya kena nerf sih wanda culun banget tingkat harry potret doi,0,0
tau presiden ekonomi he he emang milih menko ya,0,0
sih sipit,0,0
asli iq jongkok masak oposisi bangun tugas oposisi nyinyir perintah kecuali negara komunis nggak nyinyir,1,1
budaya demokrasi amerika serikat maju indonesia rakyat beda yg privat yg publik faham pesawat presiden lekat kpd lembaga presiden sangkut selamat amp aman preside,0,0
anak soemitro begawan ekonomi pola pikir admin gerinda kayak ngak kuliahjangan kau fakir ilmu,0,0
duit haram hasil gratifikasi sogokan aseng,1,0
tantegirang asik ngentot brondong kontolbrondong memek chubby tante sampe basah achhh enk bgt sodok,0,0
simpul rezim jokowi anti islam pro kapitalis hapus politic id,1,1
gua pake baju buka lu bilang jablay gua main malem lu bilang cewe gabener kabar hijab hamil,0,0
gue gatau muka gue yg bego gmn gue udh pake jilbab temen gue first impression nya gue gue org kristen,0,0
nasional ngomong ember sono ngomong gak data cm modal congor ama ludah bunting,1,1
la minum air ja dahaga nak kena samak lak bekas air ni kucing abang ni muslim kuat agama,0,0
dasar gila,1,1
gin sayang gendut ultah gila sih tua umur udah asik cepet ketemu yg soleha moga,0,0
hehee negeri butuh jujur dlm kerja spt rezim skrg bani cabul amp kampret hembus fitnah hoax provokasi amp benci,1,1
bom wtc minyak irak kabar,0,0
kerjasama yg perintah pusat perintah daerah swasta wujud bandara yg megah,0,0
pikir anak bani kampret g beda sma nista agama penfitnah tipu garong,1,1
kembang hukum kait nista agama laku,0,0
klo jokowi takut kalah takut kedok nya jual aset,1,1
cowo kalo lg ngentot ganteng bgt ya haha,0,0
culun lucu gayannkamus,0,0
yg ngomong gitu yg loe knp gandeng bank asing laku langkah hukum utk gugat atur yg istimewa freeport,0,0
jiahahahhh si bencong idiot galau ngeper neh tau nyebarin berita fitnah maklum sih bencong turun gerwani spt elo conggak fitnah gak makan spt kerja lo suka mangkal emper hihihihihihi,1,1
bilabila hati bersih lihat orang mata rendah martabat orang whats worst thinking you are any better than them perangai iblis,0,0
tindak curang paslon kotor pilkada sumut,0,0
tulis pagi budaya rugi sehat moga,0,0
ketok goblok e ancen bencong ngalam iki,0,1
dpkir tdk stuju islam nusantaratp scr gak langsung nama islam kena kena imbas tuh antek zionis nyelip diormas,1,0
iya edan kaya lu,1,1
siangsiang gin enak disepongin pecun,0,0
cinta buta biar pilih salah,0,0
yah bego idiot baper bapermania,0,1
biarpun badan beliau kurus nyali utk sumber daya alam yg jmn orde jual gratis kpd amerika bukti tuduh jkw antek asing aseng patah,0,0
bloon wartawan wawancarain ya ga tuju laaah,1,0
goblok kk kecebong ngakunya pancasila nkri otak hati komunis rezim anti korupsi tp dlm minggu kali ott kpk,1,1
ya kakak laki mulut lemes banget kek banci marahnnmentolo guak cangkem e,1,1
kena hestek aja udah panas kepo banget,1,0
insyaallahjika dpt boikot safiey illiastempiasnye kena transgender s yg,0,0
orang nyunsep jokowi,1,1
jaman masjaman skrng kristen aja teori evolusi diijinkan utk ajar tinggal ajar creationis,0,0
bicara pimpin agama orang exorcist laku exorcism,0,0
brand yahudiisraelus saham owner ttp saham istilah suppoke ya ga sih,0,0
lengser jokowi bukti cinta jamban wkwkwkwk,1,1
aju arsip presiden ri sukarno nominasi memory of the world kumparannews,0,0
jend suharto nasib bangsa indonesia negara komunis ateis,1,1
presiden jokowi apresiasi model kerja bisnis proyek bijb kertajati,0,0
lelaki melayu ni cik cik pakai seksi zina mata tengok porn sungguh golong bodoh tombol pintu,0,0
segar rakyat janji jokowi beli pt indosat jual megawati jd presiden jual bumn,1,1
dgn ikan gurih dgn hrg mrah bsa didptkn lho knjngi pmpek plmbng jln wr supratman senggol budaya tohpati,0,0
lupa n gereja bom nsudah minggu takut pilih ibadah,0,0
